"","scope 1 emissions","scope 2 emissions","total emissions","emissions quality flag","s1 lower bound","s1 upper bound","s1 mean","tot lower bound","tot upper bound","tot mean","co2 emissions per capita","latitude","longitude","region","population","city area km","average annual temperature celcius","gdp-ppp per capita","ngdp","ngdp per capita","energy per person co2","center of commerce index","urbanization ratio","mean one-way travel time","average diesel price","average gasoline price","household size","congestion rank","economy rank","environment rank","governance rank","human capital rank","international impact rank","mobility and transportation rank","public management rank","social cohesion rank","technology rank","urban planning rank","CIMI","CIMI Ranking","exports","production","natgas exports","C4H waste per capita","C4H waste plus natgas per capita","corrected C4H waste plus natgas per capita"
"298",421200,686300,1107500,"A",139002.4982544,145845.6795336,142424.088894,825302.4982544,832145.6795336,828724.088894,NA,60.45,22.266667,"Europe",186030,245.67,5.5,NA,NA,NA,NA,NA,NA,18,1.78,1.89,1.8,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0528714133,0.0541853882,0.0541853882
"299",1708489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,-93,"Latin America & Caribbean",598710,412.4,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",421443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2283,104.8596,"Southeast Asia",76271,29,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",438005,175583,613588,"A",NA,NA,NA,NA,NA,NA,NA,46.067,13.233333,"Europe",100514,56,13,NA,NA,NA,NA,NA,NA,NA,2.01,2.14,2,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"302",521267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8258,20.263,"Europe",84761,32.2,NA,NA,NA,NA,NA,NA,84.319,NA,1.82,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",266265,234882,501147,"A",230943.113850262,248736.1409121,239839.627381181,465825.113850262,483618.1409121,474721.627381181,NA,38.664,-90.327778,"North America",34706,15.280941,13.9,NA,NA,NA,NA,NA,NA,21.2,0.97,0.86,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"304",1182401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.85856,17.638927,"Europe",149245,48.77,NA,NA,NA,NA,NA,NA,84.319,NA,1.82,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",1114495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4742,-73.2436,"Latin America & Caribbean",423260,4977.66,NA,NA,2.61526384557329,NA,NA,NA,NA,NA,1.04,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2389748,52855,2442602,"A",1147853.071159,1597900.335574,1372876.7033665,1200707.071159,1650754.335574,1425730.7033665,NA,49.25,-123.1,"North America",6e+05,115,11,44337,102,42659.9749058971,NA,51.1,80.122,28.4,1.16,1.17,2.8,157,28,28,3,46,40,68,20,41,66,46,79.7,21,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"307",955471,462872,1418344,"A",NA,NA,NA,NA,NA,NA,NA,45.438,12.335833,"Europe",260000,414,13,35190,20.56185,37818.0263194195,NA,NA,NA,NA,2.01,2.14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"308",1994560,NA,1994560,"E",1329359.41237813,1656033.69089882,1492696.55163847,1329359.41237813,1656033.69089882,1492696.55163847,NA,54.683,25.283333,"Europe",542664,401,6.8,NA,14,16489.988221437,NA,NA,66.635,29.39,1.5,1.57,2.3,NA,83,7,105,64,99,88,135,38,106,72,65.44,71,0,1,0,0.0222809547,0.0437818384,0.0437818384
"309",285353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.879,14.805852,"Europe",66275,30.28,NA,NA,NA,NA,NA,NA,84.319,NA,1.82,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",7930452,3791322,11721774,"A",NA,NA,NA,NA,NA,NA,NA,52.233,21.016667,"Europe",1730000,517,8,48681,82,25434.2431761787,NA,NA,NA,37.64,1.39,1.42,2.2,115,95,16,93,59,83,41,142,29,70,6,68.96,54,4.5e+07,6.193e+09,0.01,0.0106873801,0.0149019759,0.0148713515
"311",4319059.23072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01232,36.7166666667,119.1,"East Asia",2044028,2646.1,NA,NA,12,5870.84148728,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",621179,171780,792959,"B",483795.578557449,543463.245101058,513629.411829254,655575.578557449,715243.245101058,685409.411829254,NA,-41.289,174.777222,"Oceania",207870,290.05,12.7,NA,NA,NA,NA,NA,86.052,37.7142857142857,1.11,1.71,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0132737261,0.0234648677,0.0234648677
"313",NA,NA,583213,"D",NA,NA,NA,NA,NA,NA,NA,34.088,-118.372222,"North America",36698,4.8950811,19,NA,NA,NA,NA,NA,NA,26.1,0.97,0.86,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"314",2829997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5609,17.065755,"Africa",325858,5133,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2475703,6709,2482412,"A",2041727.08709493,2198994.55625772,2120360.82167633,2048436.08709493,2205703.55625772,2127069.82167633,NA,42.283,-83,"North America",217188,146.32,10.7,NA,NA,NA,NA,NA,NA,18.8,1.16,1.17,2.9,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"316",5167453,89872,5257325,"A",3689114.4467616,4224845.9376576,3956980.1922096,3778986.4467616,4314717.9376576,4046852.1922096,NA,49.899,-97.139167,"North America",705244,464.08,2.4,41719,32,42440.3183023873,NA,NA,NA,23.3,1.16,1.17,2.9,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"317",1928493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3422186,127.9201621,"East Asia",310854,867.63,NA,NA,5.90575990330363,NA,NA,NA,NA,NA,1.37,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",7164450.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,30.5833333333,114.283333333,"East Asia",10607700,8494.41,NA,NA,82.2,8400.61318344,NA,NA,42.522,NA,1.09,1.17,NA,NA,124,159,136,53,84,14,175,99,41,126,51.84,126,NA,NA,NA,NA,NA,NA
"319",6571992.2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46633968805,31.5666666667,120.3,"East Asia",3542319,NA,NA,NA,47,13269.3393563,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",9582034.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,34.2666666667,108.9,"East Asia",8705600,9983,NA,NA,40.6,6246.15384615,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",3275065.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,24.4798361111,118.089419444,"East Asia",3531347,1699.39,NA,NA,30,8496.17672048,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",597950.862753,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433605335055,27.85,112.9,"East Asia",684600,280,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",1903957.45224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691752,32.017,112.133,"East Asia",2199689,3672.9,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",807454.483523,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573927021881,36.6333333333,101.766666667,"East Asia",1198304,343,NA,NA,7,5843.07178631,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",617978.935245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2653582094,35.3,113.866666667,"East Asia",1047020,346,NA,NA,5,4775.54918816,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",5618198.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.231656,34.2666666667,117.216666667,"East Asia",3053778,3037,NA,NA,22.4,7334.64309103,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",4531203.03283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17650039474,37.535,121.389166667,"East Asia",2227733,NA,NA,NA,27,12118.491921,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",6911264.55,1269292.14,8180556.68,"A",6719546.09532361,6745279.63735266,6732412.86633813,7988838.22532361,8014571.76735266,8001704.99633813,NA,24.751,121.759167,"East Asia",458777,2143.6251,22.3,NA,NA,NA,NA,NA,NA,NA,0.98,0.98,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0129213814,0.0149246533,0.0149246533
"329",2039692.10453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41115611509,38.4666666667,106.266666667,"East Asia",1290170,2045,NA,NA,9,6976.74418605,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",12572000,9378000,21950000,"A",12271300.0368229,12309732.3509389,12290516.1938809,21649300.0368229,21687732.3509389,21668516.1938809,NA,35.444,139.638056,"East Asia",3579628,437.49,16,NA,NA,NA,NA,NA,NA,51.5,1.1,1.38,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0025182088,0.0028872234,0.0028872234
"331",982940,265710,1248650,"A",NA,NA,NA,NA,NA,NA,NA,40.941,-73.864444,"North America",200807,46.6457199,10.8,NA,NA,NA,NA,NA,NA,33.2,0.97,0.86,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"332",1175162.74,613341.01,1785603.75,"A",NA,NA,NA,NA,NA,NA,NA,41.65,-0.883333,"Europe",661108,973.78,16.3,NA,28.59372,33586.6432056682,NA,NA,NA,23.22,1.55,1.63,2.4,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0130245903,0.0140906081,0.0140906081
"333",1191132.57013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606961996548,40.7666666667,114.883333333,"East Asia",4345485,36861.56,NA,NA,6,6024.09638554,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",1770360.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,21.2,110.4,"East Asia",1611868,1360,NA,NA,12,8207.93433653,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",1607492.69021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911088,34.8666666667,117.55,"East Asia",2125481,3069,NA,NA,11,5174.03574788,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",7303971.18524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333451,34.7666666667,113.65,"East Asia",6406000,1024,NA,NA,26,6111.89468735,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",1132880.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,27.85,113.133333333,"East Asia",2416000,NA,NA,NA,9,8530.8056872,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",3425477.28048,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.197912,36.7833333333,118.05,"East Asia",3129228,2972,NA,NA,33,10546.5004794,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,1822367,"D",NA,NA,NA,1732271.17866249,1778985.01408413,1755628.09637331,NA,47.367,8.55,"Europe",401144,87.88,8.8,56666,115,78767.1232876712,NA,56.86,73.457,40.7,1.79,1.74,2,25,18,1,25,78,48,80,24,2,75,32,82.51,13,0,1,0,0.0038276228,0.007949217,0.007949217
"340",22118090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.8587,31.02184,"Africa",3442361,2291,NA,NA,NA,NA,NA,NA,59.256,NA,1.17,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,258882,"D",NA,NA,NA,210588.233109739,217282.730561658,213935.481835698,NA,40.574,-8.448056,"Europe",47729,335.27,15,NA,NA,NA,NA,NA,NA,14.0198760970573,1.64,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0311275785,0.0361368851,0.0361368851
"342",470149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2667,15.2167,"Europe",147423,49.27,NA,NA,NA,NA,NA,NA,84.319,NA,1.82,1.82,2.13,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",5489128.31649,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.915662,43.825,87.6,"East Asia",3519600,14577,NA,NA,20,6602.83922086,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
